doc,sentence,token,pos,prev,next,tag
doc:8,360,dewi,NOUN,kekerasan”,ika,B_PROS
doc:8,361,ika,PROPN,dewi,agustina,I_PROS
doc:8,362,agustina,PROPN,ika,s.h,I_PROS
doc:8,363,s.h,PUNCT,agustina,achmad,E_REGI
doc:8,364,achmad,PROPN,s.h,budi,B_DEFN
doc:8,365,budi,NOUN,achmad,utomo,I_DEFN
doc:8,366,utomo,PROPN,budi,"""pencurian",E_DEFN
doc:9,367,"""pencurian",NOUN,utomo,dengan,B_CRIA
doc:9,368,dengan,ADP,"""pencurian","pemberatan""",I_CRIA
doc:9,369,"pemberatan""",PUNCT,dengan,2,E_CRIA
doc:9,370,2,NUM,"pemberatan""",(dua),B_PENA
doc:9,371,(dua),PUNCT,2,tahun,I_PENA
doc:9,372,tahun,NOUN,(dua),“pencurian,E_PENA
doc:9,373,“pencurian,NOUN,tahun,dalam,B_PUNI
doc:9,374,dalam,ADP,“pencurian,keadaan,I_PUNI
doc:9,375,keadaan,NOUN,dalam,memberatkan”,I_PUNI
doc:9,376,memberatkan”,PUNCT,keadaan,umu,E_PUNI
doc:9,377,umu,PROPN,memberatkan”,lathiefah,B_PROS
doc:9,378,lathiefah,PUNCT,umu,s.h,I_PROS
doc:9,379,s.h,PUNCT,lathiefah,suparman,E_REGI
doc:9,380,suparman,PROPN,s.h,bin,B_DEFN
doc:9,381,bin,PROPN,suparman,fadlillah,I_DEFN
doc:9,382,fadlillah,PUNCT,bin,“,E_DEFN
doc:10,383,“,PUNCT,fadlillah,bersama,B_CRIA
doc:10,384,bersama,ADP,“,sama,I_CRIA
doc:10,385,sama,ADJ,bersama,melakukan,I_CRIA
doc:10,386,melakukan,VERB,sama,pembunuhan,I_CRIA
doc:10,387,pembunuhan,NOUN,melakukan,yang,I_CRIA
doc:10,388,yang,PRON,pembunuhan,direncanakan,I_CRIA
doc:10,389,direncanakan,VERB,yang,terlebih,I_CRIA
doc:10,390,terlebih,ADV,direncanakan,"dahulu”,",I_CRIA
doc:10,391,"dahulu”,",PUNCT,terlebih,1,E_CRIA
doc:10,392,1,NUM,"dahulu”,",(satu),I_ARTV
doc:10,393,(satu),PUNCT,1,tahun,I_PENA
doc:10,394,tahun,NOUN,(satu),dengan,I_PENA
doc:10,395,dengan,ADP,tahun,“turut,E_PENA
doc:10,396,“turut,ADV,dengan,serta,B_PUNI
doc:10,397,serta,CCONJ,“turut,melakukan,I_PUNI
doc:10,398,melakukan,VERB,serta,pembunuhan,I_CRIA
doc:10,399,pembunuhan,NOUN,melakukan,berencana,I_CRIA
doc:10,400,berencana,VERB,pembunuhan,“,I_PUNI
doc:10,401,“,PUNCT,berencana,benny,B_CRIA
doc:10,402,benny,PROPN,“,rory,B_PROS
doc:10,403,rory,PROPN,benny,wijaya,I_PROS
doc:10,404,wijaya,PROPN,rory,sh,I_PROS
doc:10,405,sh,PROPN,wijaya,suharis,E_REGI
doc:10,406,suharis,PUNCT,sh,als,B_DEFN
doc:10,407,als,PROPN,suharis,h.ris,I_DEFN
doc:10,408,h.ris,PUNCT,als,tempat,I_DEFN
doc:10,409,tempat,NOUN,h.ris,lahir,I_DEFN
doc:10,410,lahir,VERB,tempat,“penggelapan”,E_DEFN
doc:11,411,“penggelapan”,PUNCT,lahir,2,U_CRIA
doc:11,412,2,NUM,“penggelapan”,(dua),I_PENA
doc:11,413,(dua),PUNCT,2,tahun,I_PENA
doc:11,414,tahun,NOUN,(dua),2,I_PENA
doc:11,415,2,NUM,tahun,(dua),I_PENA
doc:11,416,(dua),PUNCT,2,bulan,I_PENA
doc:11,417,bulan,NOUN,(dua),“penggelapan,E_PENA
doc:11,418,“penggelapan,NOUN,bulan,secara,B_PUNI
doc:11,419,secara,ADP,“penggelapan,bersama-sama”,I_PUNI
doc:11,420,bersama-sama”,PUNCT,secara,anjar,E_PUNI
doc:11,421,anjar,PROPN,bersama-sama”,purbo,B_PROS
doc:11,422,purbo,PROPN,anjar,sasongko,I_PROS
doc:11,423,sasongko,PROPN,purbo,s.h.,I_PROS
doc:11,424,s.h.,PUNCT,sasongko,m.h,E_REGI
doc:11,425,m.h,PUNCT,s.h.,pudjianti,E_PROS
doc:11,426,pudjianti,PUNCT,m.h,alrasid,B_DEFN
doc:11,427,alrasid,PUNCT,pudjianti,binti,I_DEFN
doc:11,428,binti,PROPN,alrasid,rasid,I_DEFN
doc:11,429,rasid,PROPN,binti,tempat,I_DEFN
doc:11,430,tempat,NOUN,rasid,lahir,I_DEFN
doc:11,431,lahir,VERB,tempat,slamet,E_DEFN
doc:11,432,slamet,PROPN,lahir,wahyudi,B_DEFN
doc:11,433,wahyudi,PROPN,slamet,bin,I_DEFN
doc:11,434,bin,PROPN,wahyudi,nahrawi,I_DEFN
doc:11,435,nahrawi,PROPN,bin,tempat,I_DEFN
doc:11,436,tempat,NOUN,nahrawi,lahir,I_DEFN
doc:11,437,lahir,VERB,tempat,“mengambil,E_DEFN
doc:12,438,“mengambil,VERB,lahir,barang,B_CRIA
doc:12,439,barang,NOUN,“mengambil,"sesuatu,",I_CRIA
doc:12,440,"sesuatu,",PUNCT,barang,yang,I_CRIA
doc:12,441,yang,PRON,"sesuatu,",seluruhnya,I_CRIA
doc:12,442,seluruhnya,DET,yang,atau,I_CRIA
doc:12,443,atau,CCONJ,seluruhnya,sebagian,I_CRIA
doc:12,444,sebagian,DET,atau,kepunyaan,I_CRIA
doc:12,445,kepunyaan,NOUN,sebagian,orang,I_CRIA
doc:12,446,orang,NOUN,kepunyaan,"lain,",I_CRIA
doc:12,447,"lain,",PUNCT,orang,dengan,I_CRIA
doc:12,448,dengan,ADP,"lain,",maksud,I_CRIA
doc:12,449,maksud,NOUN,dengan,untuk,I_CRIA
doc:12,450,untuk,SCONJ,maksud,dimiliki,I_CRIA
doc:12,451,dimiliki,VERB,untuk,secara,I_CRIA
doc:12,452,secara,ADP,dimiliki,melawan,I_CRIA
doc:12,453,melawan,VERB,secara,"hukum,",I_CRIA
doc:12,454,"hukum,",PUNCT,melawan,yang,I_CRIA
doc:12,455,yang,PRON,"hukum,","didahului,",I_CRIA
doc:12,456,"didahului,",PUNCT,yang,disertai,I_CRIA
doc:12,457,disertai,VERB,"didahului,",atau,I_CRIA
doc:12,458,atau,CCONJ,disertai,diikuti,I_CRIA
doc:12,459,diikuti,VERB,atau,dengan,I_CRIA
doc:12,460,dengan,ADP,diikuti,kekerasan,I_CRIA
doc:12,461,kekerasan,NOUN,dengan,atau,I_CRIA
doc:12,462,atau,CCONJ,kekerasan,ancaman,I_CRIA
doc:12,463,ancaman,NOUN,atau,"kekerasan,",I_CRIA
doc:12,464,"kekerasan,",PUNCT,ancaman,terhadap,I_CRIA
doc:12,465,terhadap,ADP,"kekerasan,",orang,I_CRIA
doc:12,466,orang,NOUN,terhadap,dengan,I_CRIA
doc:12,467,dengan,ADP,orang,maksud,I_CRIA
doc:12,468,maksud,NOUN,dengan,untuk,I_CRIA
doc:12,469,untuk,SCONJ,maksud,mempersiap,I_CRIA
doc:12,470,mempersiap,NOUN,untuk,atau,I_CRIA
doc:12,471,atau,CCONJ,mempersiap,mempermudah,I_CRIA
doc:12,472,mempermudah,VERB,atau,"pencurian,",I_CRIA
doc:12,473,"pencurian,",PUNCT,mempermudah,atau,I_CRIA
doc:12,474,atau,CCONJ,"pencurian,",dalam,I_CRIA
doc:12,475,dalam,ADP,atau,hal,I_CRIA
doc:12,476,hal,NOUN,dalam,tertangkap,I_CRIA
doc:12,477,tertangkap,VERB,hal,"tangan,",I_CRIA
doc:12,478,"tangan,",PUNCT,tertangkap,untuk,I_CRIA
doc:12,479,untuk,SCONJ,"tangan,",memungkinkan,I_CRIA
doc:12,480,memungkinkan,VERB,untuk,melarikan,I_CRIA
doc:12,481,melarikan,VERB,memungkinkan,diri,I_CRIA
doc:12,482,diri,PRON,melarikan,sendiri,I_CRIA
doc:12,483,sendiri,DET,diri,atau,I_CRIA
doc:12,484,atau,CCONJ,sendiri,peserta,I_CRIA
doc:12,485,peserta,NOUN,atau,"lainnya,",I_CRIA
doc:12,486,"lainnya,",PUNCT,peserta,atau,I_CRIA
doc:12,487,atau,CCONJ,"lainnya,",untuk,I_CRIA
doc:12,488,untuk,SCONJ,atau,tetap,I_CRIA
doc:12,489,tetap,ADV,untuk,menguasai,I_CRIA
doc:12,490,menguasai,VERB,tetap,barang,I_CRIA
doc:12,491,barang,NOUN,menguasai,yang,I_CRIA
doc:12,492,yang,PRON,barang,"dicurinya,",I_CRIA
doc:12,493,"dicurinya,",PUNCT,yang,yang,I_CRIA
doc:12,494,yang,PRON,"dicurinya,",dilakukan,I_CRIA
doc:12,495,dilakukan,VERB,yang,pada,I_CRIA
doc:12,496,pada,ADP,dilakukan,waktu,I_CRIA
doc:12,497,waktu,NOUN,pada,malam,I_CRIA
doc:12,498,malam,NOUN,waktu,dalam,I_CRIA
doc:12,499,dalam,ADP,malam,sebuah,I_CRIA
doc:12,500,sebuah,DET,dalam,rumah,I_CRIA
doc:12,501,rumah,NOUN,sebuah,atau,I_CRIA
doc:12,502,atau,CCONJ,rumah,pekarangan,I_CRIA
doc:12,503,pekarangan,NOUN,atau,tertutup,I_CRIA
doc:12,504,tertutup,VERB,pekarangan,yang,I_CRIA
doc:12,505,yang,PRON,tertutup,ada,I_CRIA
doc:12,506,ada,VERB,yang,"rumahnya,",I_CRIA
doc:12,507,"rumahnya,",PUNCT,ada,di,I_CRIA
doc:12,508,di,ADP,"rumahnya,",jalan,I_CRIA
doc:12,509,jalan,NOUN,di,"umum,",I_CRIA
doc:12,510,"umum,",PUNCT,jalan,atau,I_CRIA
doc:12,511,atau,CCONJ,"umum,",dalam,I_CRIA
doc:12,512,dalam,ADP,atau,kereta,I_CRIA
doc:12,513,kereta,NOUN,dalam,api,I_CRIA
doc:12,514,api,NOUN,kereta,atau,I_CRIA
doc:12,515,atau,CCONJ,api,trem,I_CRIA
doc:12,516,trem,NOUN,atau,yang,I_CRIA
doc:12,517,yang,PRON,trem,sedang,I_CRIA
doc:12,518,sedang,AUX,yang,"berjalan,",I_CRIA
doc:12,519,"berjalan,",PUNCT,sedang,yang,I_CRIA
doc:12,520,yang,PRON,"berjalan,",dilakukan,I_CRIA
doc:12,521,dilakukan,VERB,yang,oleh,I_CRIA
doc:12,522,oleh,ADP,dilakukan,dua,I_CRIA
doc:12,523,dua,NUM,oleh,orang,I_CRIA
doc:12,524,orang,NOUN,dua,atau,I_CRIA
doc:12,525,atau,CCONJ,orang,lebih,I_CRIA
doc:12,526,lebih,ADV,atau,dengan,I_CRIA
doc:12,527,dengan,ADP,lebih,bersekutu”,I_CRIA
doc:12,528,bersekutu”,PUNCT,dengan,3,E_CRIA
doc:12,529,3,NUM,bersekutu”,(tiga),B_PENA
doc:12,530,(tiga),PUNCT,3,tahun,I_PENA
doc:12,531,tahun,NOUN,(tiga),“pencurian,E_PENA
doc:12,532,“pencurian,NOUN,tahun,dalam,B_PUNI
doc:12,533,dalam,ADP,“pencurian,keadaan,I_CRIA
doc:12,534,keadaan,NOUN,dalam,memberatkan”,I_PUNI
doc:12,535,memberatkan”,PUNCT,keadaan,fajrini,E_PUNI
doc:12,536,fajrini,PUNCT,memberatkan”,faisah,B_PROS
doc:12,537,faisah,PUNCT,fajrini,s.h,I_PROS
doc:12,538,s.h,PUNCT,faisah,jakariya,E_REGI
doc:12,539,jakariya,PUNCT,s.h,bin,B_DEFN
doc:12,540,bin,PROPN,jakariya,rawi,I_DEFN
doc:12,541,rawi,NOUN,bin,pencurian,E_DEFN
doc:13,542,pencurian,NOUN,rawi,dengan,B_CRIA
doc:13,543,dengan,ADP,pencurian,pemberatan,I_CRIA
doc:13,544,pemberatan,NOUN,dengan,1,E_CRIA
doc:13,545,1,NUM,pemberatan,(satu),B_PENA
doc:13,546,(satu),PUNCT,1,tahun,I_PENA
doc:13,547,tahun,NOUN,(satu),dan,I_PENA
doc:13,548,dan,CCONJ,tahun,8,I_PENA
doc:13,549,8,NUM,dan,(delapan),I_PENA
doc:13,550,(delapan),PUNCT,8,"bulan,",I_PENA
doc:13,551,"bulan,",PUNCT,(delapan),“pencurian,E_PENA
doc:13,552,“pencurian,NOUN,"bulan,",dalam,B_PUNI
doc:13,553,dalam,ADP,“pencurian,keadaan,I_TIMV
doc:13,554,keadaan,NOUN,dalam,memberatkan”,I_PUNI
doc:13,555,memberatkan”,PUNCT,keadaan,mohammad,E_PUNI
doc:13,556,mohammad,PROPN,memberatkan”,zultoni,B_PROS
doc:13,557,zultoni,PUNCT,mohammad,s.h,I_PROS
doc:13,558,s.h,PUNCT,zultoni,badruttaman,E_REGI
doc:13,559,badruttaman,PUNCT,s.h,bin,B_DEFN
doc:13,560,bin,PROPN,badruttaman,yudi,I_DEFN
doc:13,561,yudi,NOUN,bin,achmad,E_DEFN
doc:13,562,achmad,PROPN,yudi,ambarawa,B_DEFN
doc:13,563,ambarawa,NOUN,achmad,bin,I_DEFN
doc:13,564,bin,PROPN,ambarawa,marsaid,I_DEFN
doc:13,565,marsaid,PROPN,bin,”melakukan,E_DEFN
doc:14,566,”melakukan,VERB,marsaid,pencurian,B_CRIA
doc:14,567,pencurian,NOUN,”melakukan,yang,I_CRIA
doc:14,568,yang,PRON,pencurian,"didahului,",I_CRIA
doc:14,569,"didahului,",PUNCT,yang,disertai,I_CRIA
doc:14,570,disertai,VERB,"didahului,",atau,I_CRIA
doc:14,571,atau,CCONJ,disertai,diikuti,I_CRIA
doc:14,572,diikuti,VERB,atau,dengan,I_CRIA
doc:14,573,dengan,ADP,diikuti,kekerasan,I_CRIA
doc:14,574,kekerasan,NOUN,dengan,atau,I_CRIA
doc:14,575,atau,CCONJ,kekerasan,ancaman,I_CRIA
doc:14,576,ancaman,NOUN,atau,"kekerasan,",I_CRIA
doc:14,577,"kekerasan,",PUNCT,ancaman,terhadap,I_CRIA
doc:14,578,terhadap,ADP,"kekerasan,","orang,",I_CRIA
doc:14,579,"orang,",PUNCT,terhadap,dengan,I_CRIA
doc:14,580,dengan,ADP,"orang,",maksud,I_CRIA
doc:14,581,maksud,NOUN,dengan,untuk,I_CRIA
doc:14,582,untuk,SCONJ,maksud,mempersiap,I_CRIA
doc:14,583,mempersiap,NOUN,untuk,atau,I_CRIA
doc:14,584,atau,CCONJ,mempersiap,mempermudah,I_CRIA
doc:14,585,mempermudah,VERB,atau,"pencurian,",I_CRIA
doc:14,586,"pencurian,",PUNCT,mempermudah,atau,I_CRIA
doc:14,587,atau,CCONJ,"pencurian,",dalam,I_CRIA
doc:14,588,dalam,ADP,atau,hal,I_CRIA
doc:14,589,hal,NOUN,dalam,tertangkap,I_CRIA
doc:14,590,tertangkap,VERB,hal,"tangan,",I_CRIA
doc:14,591,"tangan,",PUNCT,tertangkap,untuk,I_CRIA
doc:14,592,untuk,SCONJ,"tangan,",memungkinkan,I_CRIA
doc:14,593,memungkinkan,VERB,untuk,melarikan,I_CRIA
doc:14,594,melarikan,VERB,memungkinkan,diri,I_CRIA
doc:14,595,diri,PRON,melarikan,sendiri,I_CRIA
doc:14,596,sendiri,DET,diri,atau,I_CRIA
doc:14,597,atau,CCONJ,sendiri,peserta,I_CRIA
doc:14,598,peserta,NOUN,atau,"lainnya,",I_CRIA
doc:14,599,"lainnya,",PUNCT,peserta,atau,I_CRIA
doc:14,600,atau,CCONJ,"lainnya,",untuk,I_CRIA
doc:14,601,untuk,SCONJ,atau,menguasai,I_CRIA
doc:14,602,menguasai,VERB,untuk,barang,I_CRIA
doc:14,603,barang,NOUN,menguasai,yang,I_CRIA
doc:14,604,yang,PRON,barang,dicurinya,I_CRIA
doc:14,605,dicurinya,VERB,yang,yang,I_CRIA
doc:14,606,yang,PRON,dicurinya,dilakukan,I_CRIA
doc:14,607,dilakukan,VERB,yang,oleh,I_CRIA
doc:14,608,oleh,ADP,dilakukan,dua,I_CRIA
doc:14,609,dua,NUM,oleh,orang,I_CRIA
doc:14,610,orang,NOUN,dua,atau,I_CRIA
doc:14,611,atau,CCONJ,orang,lebih,I_CRIA
doc:14,612,lebih,ADV,atau,dengan,I_CRIA
doc:14,613,dengan,ADP,lebih,bersekutu”,I_CRIA
doc:14,614,bersekutu”,PUNCT,dengan,melanggar,I_CRIA
doc:14,615,melanggar,VERB,bersekutu”,pasal,I_CRIA
doc:14,616,pasal,NOUN,melanggar,365,B_ARTV
doc:14,617,365,NUM,pasal,ayat,I_ARTV
doc:14,618,ayat,NOUN,365,(2),I_ARTV
doc:14,619,(2),PUNCT,ayat,ke,I_ARTV
doc:14,620,ke,ADP,(2),2e,I_ARTV
doc:14,621,2e,PROPN,ke,kuhp,I_ARTV
doc:14,622,kuhp,NOUN,2e,masing-masing,E_ARTV
doc:14,623,masing-masing,PUNCT,kuhp,selama,B_PENA
doc:14,624,selama,ADP,masing-masing,1,I_PENA
doc:14,625,1,NUM,selama,(satu),I_PENA
doc:14,626,(satu),PUNCT,1,tahun,I_PENA
doc:14,627,tahun,NOUN,(satu),6(enam),I_PENA
doc:14,628,6(enam),PUNCT,tahun,bulan,I_PENA
doc:14,629,bulan,NOUN,6(enam),”melakukan,E_PENA
doc:14,630,”melakukan,VERB,bulan,pencurian,B_CRIA
doc:14,631,pencurian,NOUN,”melakukan,yang,I_CRIA
doc:14,632,yang,PRON,pencurian,"didahului,",I_CRIA
doc:14,633,"didahului,",PUNCT,yang,disertai,I_CRIA
doc:14,634,disertai,VERB,"didahului,",atau,I_CRIA
doc:14,635,atau,CCONJ,disertai,diikuti,I_CRIA
doc:14,636,diikuti,VERB,atau,dengan,I_CRIA
doc:14,637,dengan,ADP,diikuti,kekerasan,I_CRIA
doc:14,638,kekerasan,NOUN,dengan,atau,I_CRIA
doc:14,639,atau,CCONJ,kekerasan,ancaman,I_CRIA
doc:14,640,ancaman,NOUN,atau,"kekerasan,",I_CRIA
doc:14,641,"kekerasan,",PUNCT,ancaman,terhadap,I_CRIA
doc:14,642,terhadap,ADP,"kekerasan,","orang,",I_CRIA
doc:14,643,"orang,",PUNCT,terhadap,dengan,I_CRIA
doc:14,644,dengan,ADP,"orang,",maksud,I_CRIA
doc:14,645,maksud,NOUN,dengan,untuk,I_CRIA
doc:14,646,untuk,SCONJ,maksud,mempersiap,I_CRIA
doc:14,647,mempersiap,NOUN,untuk,atau,I_CRIA
doc:14,648,atau,CCONJ,mempersiap,mempermudah,I_CRIA
doc:14,649,mempermudah,VERB,atau,"pencurian,",I_CRIA
doc:14,650,"pencurian,",PUNCT,mempermudah,atau,I_CRIA
doc:14,651,atau,CCONJ,"pencurian,",dalam,I_CRIA
doc:14,652,dalam,ADP,atau,hal,I_CRIA
doc:14,653,hal,NOUN,dalam,tertangkap,I_CRIA
doc:14,654,tertangkap,VERB,hal,"tangan,",I_CRIA
doc:14,655,"tangan,",PUNCT,tertangkap,untuk,I_CRIA
doc:14,656,untuk,SCONJ,"tangan,",memungkinkan,I_CRIA
doc:14,657,memungkinkan,VERB,untuk,melarikan,I_CRIA
doc:14,658,melarikan,VERB,memungkinkan,diri,I_CRIA
doc:14,659,diri,PRON,melarikan,sendiri,I_CRIA
doc:14,660,sendiri,DET,diri,atau,I_CRIA
doc:14,661,atau,CCONJ,sendiri,peserta,I_CRIA
doc:14,662,peserta,NOUN,atau,"lainnya,",I_CRIA
doc:14,663,"lainnya,",PUNCT,peserta,atau,I_CRIA
doc:14,664,atau,CCONJ,"lainnya,",untuk,I_CRIA
doc:14,665,untuk,SCONJ,atau,menguasai,I_CRIA
doc:14,666,menguasai,VERB,untuk,barang,I_CRIA
doc:14,667,barang,NOUN,menguasai,yang,I_CRIA
doc:14,668,yang,PRON,barang,dicurinya,I_CRIA
doc:14,669,dicurinya,VERB,yang,yang,I_CRIA
doc:14,670,yang,PRON,dicurinya,dilakukan,I_CRIA
doc:14,671,dilakukan,VERB,yang,oleh,I_CRIA
doc:14,672,oleh,ADP,dilakukan,dua,I_CRIA
doc:14,673,dua,NUM,oleh,orang,I_CRIA
doc:14,674,orang,NOUN,dua,atau,I_CRIA
doc:14,675,atau,CCONJ,orang,lebih,I_CRIA
doc:14,676,lebih,ADV,atau,dengan,I_CRIA
doc:14,677,dengan,ADP,lebih,bersekutu”,I_CRIA
doc:14,678,bersekutu”,PUNCT,dengan,melanggar,I_CRIA
doc:14,679,melanggar,VERB,bersekutu”,pasal,I_CRIA
doc:14,680,pasal,NOUN,melanggar,365,B_ARTV
doc:14,681,365,NUM,pasal,ayat,I_ARTV
doc:14,682,ayat,NOUN,365,(2),I_ARTV
doc:14,683,(2),PUNCT,ayat,ke,I_ARTV
doc:14,684,ke,ADP,(2),2e,I_ARTV
doc:14,685,2e,PROPN,ke,kuhp,I_ARTV
doc:14,686,kuhp,NOUN,2e,haidir,E_ARTV
doc:14,687,haidir,PROPN,kuhp,rahman,B_PROS
doc:14,688,rahman,PROPN,haidir,s.h.,I_PROS
doc:14,689,s.h.,PUNCT,rahman,sebagai,E_REGI
doc:14,690,sebagai,ADP,s.h.,ach,E_PROS
doc:14,691,ach,PROPN,sebagai,zainul,B_DEFN
doc:14,692,zainul,PROPN,ach,fikri,I_DEFN
doc:14,693,fikri,PROPN,zainul,bin,I_DEFN
doc:14,694,bin,PROPN,fikri,m,I_DEFN
doc:14,695,m,PROPN,bin,rafi,I_DEFN
doc:14,696,rafi,PROPN,m,said,E_DEFN
doc:14,697,said,PROPN,rafi,bin,B_DEFN
doc:14,698,bin,PROPN,said,abdul,I_DEFN
doc:14,699,abdul,PROPN,bin,hari,I_DEFN
doc:14,700,hari,NOUN,abdul,“penadahan”,E_DEFN
doc:15,701,“penadahan”,PUNCT,hari,melanggar,B_CRIA
doc:15,702,melanggar,VERB,“penadahan”,pasal,I_CRIA
doc:15,703,pasal,NOUN,melanggar,480,B_ARTV
doc:15,704,480,NUM,pasal,ke,I_ARTV
doc:15,705,ke,ADP,480,1,I_ARTV
doc:15,706,1,NUM,ke,kuhp,I_ARTV
doc:15,707,kuhp,NOUN,1,7,E_ARTV
doc:15,708,7,NUM,kuhp,(tujuh),B_PENA
doc:15,709,(tujuh),PUNCT,7,bulan,I_PENA
doc:15,710,bulan,NOUN,(tujuh),“penadahan”,E_PENA
doc:15,711,“penadahan”,PUNCT,bulan,dewi,B_CRIA
doc:15,712,dewi,NOUN,“penadahan”,ika,B_PROS
doc:15,713,ika,PROPN,dewi,agustina,I_PROS
doc:15,714,agustina,PROPN,ika,s.h,I_PROS
doc:15,715,s.h,PUNCT,agustina,arbai,E_REGI
doc:15,716,arbai,PUNCT,s.h,bin,B_DEFN
doc:15,717,bin,PROPN,arbai,niun,I_DEFN
doc:15,718,niun,PUNCT,bin,.,E_DEFN
